1562987375,107.5
1562987380,123.75
1562987385,103.75
1562987390,100.1001
1562987395,86.3795694
1562987400,73.75
1562987405,72.5
1562987410,60.703667
1562987415,78.75
1562987420,93.3997509
1562987425,105
1562987430,120.12012
1562987435,139.593909
1562987440,141.17941
1562987445,120
1562987450,170.042511
1562987455,187.406297
1562987460,174.956261
1562987465,146.103896
1562987470,116.395494
1562987475,159.050745
1562987480,145.958084
1562987485,120
1562987490,123.873874
1562987495,108.995239
1562987500,94.9762559
1562987505,101.224694
1562987510,91.2271932
1562987515,95
1562987520,103.75
1562987525,108.777194
1562987530,127.5
1562987535,118.631369
1562987540,151.25
1562987545,165.082541
1562987550,131.118881
1562987555,128.685657
1562987560,146.286572
1562987565,151.287822
1562987570,158.75
1562987575,176.294074
1562987580,180.045011
1562987585,144.963759
1562987590,122.622623
1562987595,140.984418
1562987600,107.5
1562987605,120.030008
1562987610,104.868914
1562987615,90
1562987620,98.75
1562987625,107.142857
1562987630,119.611263
1562987635,116.308154
1562987640,148.138769
1562987645,107.392607
1562987650,159.96001
1562987655,187.5
1562987660,188.702824
1562987665,184.953762
1562987670,196.958364
1562987675,215
1562987680,211.25
1562987685,206.301575
1562987690,193.604796
1562987695,163.423154
1562987700,127.5
1562987705,137.534384
1562987710,149.775337
1562987715,119.970007
1562987720,125.156446
1562987725,106.25
1562987730,103.594608
1562987735,116.424637
1562987740,101.452906
1562987745,143.992056
1562987750,151.023465
1562987755,117.5
1562987760,160
1562987765,193.79845
1562987770,208.697826
1562987775,213.75
1562987780,211.302826
1562987785,193.846923
1562987790,167.667668
1562987795,153.75
1562987800,148.93617
1562987805,141.214696
1562987810,133.75
1562987815,136.25
1562987820,163.709073
1562987825,167.910448
1562987830,144.818976
1562987835,128.75
1562987840,131.282821
1562987845,120.12012
1562987850,131.447171
1562987855,135
1562987860,157.460635
1562987865,128.75
1562987870,132.566283
1562987875,163.75
1562987880,170.042511
1562987885,176.25
1562987890,167.5
1562987895,161.290323
1562987900,171.207198
1562987905,203.699075
1562987910,215
1562987915,187.453137
1562987920,158.789697
1562987925,148.787197
1562987930,143.929912
1562987935,136.25
1562987940,129.008016
1562987945,155.028661
1562987950,169.939577
1562987955,146.25
1562987960,126.503006
1562987965,137.465634
1562987970,113.863864